name,type,size,environment,cr,hp,ac,str,dex,con,int,wis,cha,speed_walk,speed_fly,speed_swim,speed_burrow,speed_climb,damage_resistances,damage_immunities,damage_vulnerabilities,resist_count,immune_count,vuln_count,senses_count,blindsight,darkvision,tremorsense
Library Automaton,Construct,Small,,1/2,7,13,8,13,10,14,12,8,30,0,0,0,0,,poison,,0,1,0,3,1,0,0
Library Automaton,Construct,Small,,1/2,24,13,8,13,10,16,12,8,30,0,0,0,0,False,"poison, psychic",False,1,2,1,3,1,0,0
Lich,Undead,Medium,"Shadowfell, Ruin, Laboratory, Tomb",21,135,17,11,16,16,20,14,16,30,0,0,0,0,"cold, lightning, necrotic","poison; bludgeoning, piercing, and slashing from nonmagical attacks",,3,4,0,2,0,0,0
Lich,Undead,Medium,,21,170,18,12,16,18,20,16,16,30,0,0,0,0,"cold, lightning","necrotic, poison; damage from nonmagical weapons",,2,3,0,2,0,0,0
Lich Hound,Undead,Medium,,4,119,14,10,18,18,6,10,16,30,50,0,0,0,piercing and bludgeoning from nonmagical attacks,poison,,2,1,0,2,1,0,0
Lich,Undead,medium,,21,314,17,10,16,30,34,28,16,30,0,0,0,0,"cold,lightning,necrotic","bludgeoning,piercing,and slashing damage from nonmagical attacks,charmed,frightened,paralyzed,Undead Resilience",,3,7,0,1,0,0,0
Lich Hound,Undead,Medium,,4,85,14,10,18,18,6,10,16,50,30,0,0,0,piercing and slashing from nonmagical attacks,poison,False,2,1,1,3,1,1,0
Life Broker,Fey,Medium,,13,190,16,15,19,20,19,14,20,30,0,0,0,0,nonmagic B/P/S attacks not made w/cold iron weapons,,,1,0,0,2,0,1,0
Light Cavalry,Humanoid,Medium,,1,39,14,15,12,15,8,14,9,30,0,0,0,0,fire,,,1,0,0,1,0,0,0
Light Dragon Wyrmling,Dragon,Medium,,2,39,13,14,10,15,12,14,13,30,60,0,0,0,"bludgeoning, piercing, and slashing from nonmagical attacks",radiant,,3,1,0,3,1,1,0
Light Drake,Dragon,Tiny,,1/2,24,13,7,16,13,8,12,14,20,60,0,0,0,radiant,,,1,0,0,2,0,1,0
Light Eater,Aberration,Small,,1/2,26,14,8,14,16,4,17,8,10,40,0,0,0,,"fire, radiant",,0,2,0,2,1,0,0
Likho,Monstrosity,Medium,,6,90,15,16,18,16,13,16,21,40,0,0,0,0,,,,0,0,0,2,0,1,0
Likho,Monstrosity,Medium,,5,105,15,16,18,16,13,16,19,40,0,0,0,0,False,False,False,1,1,1,2,0,1,0
Liminal Drake,Dragon,Large,,14,204,17,7,24,16,15,18,17,0,80,0,0,0,"acid, fire, lightning, radiant, thunder; bludgeoning, piercing, and slashing from nonmagical attacks",cold,,8,1,0,2,0,1,0
Lindwurm,Dragon,Large,,5,136,15,18,20,16,6,12,8,40,0,20,0,0,,cold,fire,0,1,1,3,0,1,1
Lindwurm,Dragon,Large,,6,136,15,18,20,16,6,12,8,20,0,0,0,0,False,cold,fire,1,1,1,3,0,1,1
Lion,Beast,Large,"Hill, Desert, Grassland, Mountain, Forest",1,26,12,17,15,13,3,12,8,50,0,0,0,0,,,,0,0,0,1,0,0,0
Lion,Beast,Large,,1,30,12,16,14,14,3,12,4,50,0,0,0,0,,,,0,0,0,1,0,0,0
Lion,Beast,large,,1,42,12,16,14,12,2,12,8,50,0,0,0,0,,,,0,0,0,1,0,0,0
Liosalfar,Elemental,Large,,8,110,17,10,25,10,18,18,12,0,60,0,0,0,"acid, cold, fire, lightning, thunder; bludgeoning, piercing, and slashing from nonmagical attacks","poison, psychic, radiant",,8,3,0,3,1,0,0
Liosalfar,Elemental,Large,,10,132,17,10,25,10,18,18,12,60,0,0,0,0,"bludgeoning, piercing, and slashing from nonmagical attacks","poison, psychic, radiant",False,3,3,1,2,0,0,0
Living Shade,Fey,Medium,,1/4,18,12,6,14,10,9,10,12,40,0,0,0,0,"acid, cold, fire, lightning, thunder; bludgeoning, piercing, and slashing from nonmagical attacks","necrotic, poison",radiant,8,2,1,2,0,1,0
Living Soot,Elemental,Large,,7,142,15,15,20,19,6,10,8,0,50,0,0,0,nonmagic B/P/S attacks,"fire, poison",,1,2,0,2,0,1,0
Living Star,Celestial,Huge,,19,207,19,24,22,21,21,19,22,0,60,0,0,0,"bludgeoning, piercing, and slashing from nonmagical attacks","necrotic, poison, radiant",,3,3,0,2,0,0,0
Living Wick,Construct,Small,,1/4,28,13,10,10,10,5,5,5,20,0,0,0,0,,"poison, psychic",fire,0,2,1,2,0,0,0
Living Colossus,Construct,gargantuan,,15,261,18,30,8,30,10,14,22,60,0,0,0,0,slashing,Construct Resilience,,1,1,0,2,0,1,0
Living Wick,Construct,Small,,1/4,28,13,14,10,10,5,5,5,20,0,0,0,0,False,"poison, psychic",fire,1,2,1,1,0,0,0
Lizard,Beast,Tiny,"Desert, Jungle, Swamp, Grassland, Ruin",0,2,10,2,11,10,1,8,3,20,0,0,0,20,,,,0,0,0,2,0,1,0
Lizard,Beast,Tiny,,0,2,10,2,10,10,2,10,4,20,0,0,0,20,,,,0,0,0,2,0,1,0
Lizard,Beast,tiny,,0,9,10,2,10,10,1,8,2,20,0,0,0,20,,,,0,0,0,1,0,1,0
"Lizard, Giant",Beast,large,,1/4,15,12,14,12,12,2,10,4,30,0,0,0,30,,,,0,0,0,1,0,1,0
Lizardfolk,Humanoid,Medium,"Swamp, Jungle, Forest",1/2,22,15,15,10,13,7,12,7,30,0,30,0,0,,,,0,0,0,1,0,0,0
Lizardfolk,Humanoid,Medium,,1/2,22,14,14,12,12,10,10,8,30,0,30,0,0,,,,0,0,0,1,0,0,0
Lizardfolk Chosen One,Humanoid,Medium,,4,75,15,16,12,16,10,12,14,30,0,30,0,0,,,,0,0,0,1,0,0,0
Lizardfolk,Humanoid,medium,,1/2,22,15,14,10,12,6,16,6,30,0,30,0,15,,,,0,0,0,1,0,0,0
Lizardfolk Ruler,Humanoid,medium,,4,100,15,16,12,14,10,14,14,30,0,30,0,15,,"charmed,frightened",,0,2,0,1,0,0,0
Lizardfolk Shaman,Humanoid,medium,,2,57,13,14,10,12,10,20,10,30,0,30,0,15,"poison,poisoned",,,2,0,0,1,0,0,0
Lobe Lemur,Monstrosity,Small,,4,93,14,10,18,15,5,12,7,40,0,30,0,40,,,,0,0,0,2,0,1,0
Locksmith,Construct,Medium,,8,102,18,20,18,18,16,10,6,40,0,0,0,0,"bludgeoning, piercing, and slashing from nonmagical attacks","fire, poison, psychic",,3,3,0,2,1,0,0
Lord Zombie,Undead,Medium,,5,82,15,16,14,16,10,13,15,30,0,0,0,0,"bludgeoning, piercing, and slashing from nonmagical attacks not made with silver","necrotic, poison",,3,2,0,2,0,1,0
Lord of the Hunt,Fey,Medium,,18,229,18,21,18,19,14,18,15,40,0,0,0,0,"bludgeoning, piercing, and slashing from nonmagical attacks not made with cold iron weapons","cold, poison",False,3,2,1,3,1,1,0
Lorelei,Fey,Medium,,5,76,15,10,21,18,16,16,23,30,0,30,0,0,,,,0,0,0,2,0,1,0
Lorelei,Fey,Medium,,5,93,15,10,21,18,16,16,21,30,0,0,0,0,False,False,False,1,1,1,2,0,1,0
Lost Minotaur,Undead,Large,,8,114,16,20,10,18,5,12,8,40,0,0,0,0,necrotic,"cold, poison",radiant,1,2,1,2,0,1,0
Lotus Golem,Construct,Large,,9,82,14,14,19,14,6,12,4,30,0,0,0,0,"bludgeoning, piercing, and slashing from nonmagical attacks that aren't adamantine","cold, fire, poison, psychic",,3,4,0,2,0,1,0
Lou Carcolh,Monstrosity,Medium,,2,78,14,15,14,14,3,10,10,30,0,20,0,10,,,,0,0,0,2,0,0,1
Loxoda,Monstrosity,Huge,,6,147,13,19,12,19,12,14,10,40,0,0,0,0,,,,0,0,0,1,0,0,0
Loxoda,Monstrosity,Huge,,6,147,13,19,12,19,12,14,10,40,0,0,0,0,False,False,False,1,1,1,1,0,0,0
Luck Leech,Fey,Medium,,10,150,17,14,21,16,17,14,19,30,0,0,0,0,,necrotic,,0,1,0,2,0,1,0
Lunar Devil,Fiend,Large,,8,94,16,21,21,20,16,15,18,40,60,0,0,0,"cold; bludgeoning, piercing, and slashing from nonmagical attacks not made with silvered weapons","fire, poison",,4,2,0,2,0,1,0
Lunar Devil,Fiend,Large,,8,94,16,21,21,20,16,15,18,60,40,0,0,0,"cold; bludgeoning, piercing, and slashing damage from nonmagical attacks not made with silvered weapons","fire, poison",False,4,2,1,2,0,1,0
Lunarian,Fey,Medium,,5,97,16,18,15,14,13,12,15,30,40,0,0,15,"necrotic, poison",,,2,0,0,2,0,1,0
"Lycanthrope, Werecrocodile",Humanoid,Medium,,3,58,12,15,13,14,10,11,14,30,0,30,0,0,,"nonmagic bludgeoning, piercing, and slashing attacks not made with silvered weapons",,0,3,0,1,0,0,0
"Lycanthrope, Wereotter",Humanoid,Medium,,2,44,13,13,16,13,12,15,17,30,0,40,0,0,,"nonmagic bludgeoning, piercing, and slashing attacks not made with silvered weapons",,0,3,0,3,0,1,0
Lymarien,Fey,Tiny,,1/8,5,13,1,17,10,7,13,11,5,50,0,0,0,,,,0,0,0,2,0,1,0
Lymarien Swarm,Fey,Large,,5,90,14,8,19,14,7,13,15,5,50,0,0,0,"bludgeoning, piercing, slashing",,,3,0,0,2,0,1,0
Lystrosaurus,Beast,Medium,,2,45,14,16,10,16,2,9,6,30,0,0,5,0,,,,0,0,0,1,0,0,0
Mad Piper,Construct,Large,,2,19,12,16,8,14,5,7,16,30,0,0,0,0,,poison,,0,1,0,2,0,1,0
Mage,Humanoid,Medium,"Urban, Desert, Mountains, Forest, Ruin, Laboratory, Jungle, Hills, Feywild, Shadowfell, Swamp, Settlement",6,40,12,9,14,11,17,12,11,30,0,0,0,0,,,,0,0,0,1,0,0,0
Mage,Humanoid,Medium,,6,67,12,10,14,16,16,12,10,30,0,0,0,0,,,,0,0,0,1,0,0,0
Mage Apprentice,Humanoid,medium,,1,40,10,8,12,12,18,12,10,30,0,0,0,0,,,,0,0,0,1,0,0,0
Mage,Humanoid,medium,,6,70,10,8,10,10,22,12,10,30,0,0,0,0,,,,0,0,0,1,0,0,0
Magma Mephit,Elemental,Small,"Underdark, Mountains, Caverns, Plane Of Fire, Plane Of Earth",1/2,22,11,8,12,12,7,10,10,30,30,0,0,0,,"fire, poison",cold,0,2,1,2,0,1,0
Magma Mephit,Elemental,Small,,1/2,21,11,8,12,10,8,10,10,30,30,0,0,0,,"fire, poison",cold,0,2,1,2,0,1,0
Magma Octopus,Elemental,Large,,8,147,16,21,17,21,5,8,7,40,0,0,0,0,,fire,,0,1,0,2,0,1,0
Magma Mephit,Elemental,small,,1/2,27,12,14,10,10,6,10,12,30,30,0,0,0,,"fire,poison,poisoned","bludgeoning,cold",0,3,2,1,0,1,0
Magmin,Elemental,Small,"Desert, Mountains, Caverns, Plane Of Fire, Laboratory",1/2,9,14,7,15,12,8,11,10,30,0,0,0,0,"bludgeoning, piercing, and slashing from nonmagical attacks",fire,,3,1,0,2,0,1,0
Magmin,Elemental,Small,,1/2,14,14,8,14,10,8,10,10,30,0,0,0,0,damage from nonmagical weapons,"cold, fire",,1,2,0,1,0,0,0
Magmin,Elemental,small,,1/2,22,14,6,14,12,8,10,10,30,0,0,15,0,,fire,,0,1,0,1,0,1,0
Magnetic Elemental,Elemental,Large,,6,95,16,18,12,18,6,10,6,30,20,0,20,0,"bludgeoning, piercing, and slashing from nonmagical attacks","lightning, poison",,3,2,0,3,0,1,1
Mahoru,Monstrosity,Large,,3,91,15,18,19,14,3,12,7,10,0,60,0,0,,,,0,0,0,2,0,1,0
Mahoru,Monstrosity,Large,,3,105,15,18,19,14,3,12,7,60,0,0,0,0,False,False,False,1,1,1,2,0,1,0
Major Malleable,Aberration,Huge,,10,218,13,22,8,17,19,16,10,40,0,0,0,40,,psychic,,0,1,0,2,1,0,0
Malakbel,Fiend,Medium,,9,102,14,14,17,19,13,16,20,40,0,0,0,0,"cold, lightning; bludgeoning, piercing, and slashing from nonmagical attacks","fire, radiant, poison",,5,3,0,2,0,0,0
Malakbel,Fiend,Medium,,9,102,14,14,17,19,13,16,20,40,0,0,0,0,"cold, lightning; bludgeoning, piercing, and slashing from nonmagical attacks","fire, radiant, poison",False,5,3,1,2,0,0,0
Malcubus,Fiend,Medium,,4,78,14,10,16,14,14,16,20,30,60,0,0,0,"cold, fire, lightning, poison; damage from nonmagical weapons",,,5,0,0,2,0,1,0
Mallqui,Undead,Medium,,8,120,14,16,9,16,11,16,14,20,0,0,0,0,"cold, lightning; bludgeoning, piercing, and slashing from nonmagical attacks","necrotic, poison",,5,2,0,2,0,1,0
Mallqui,Undead,Medium,,8,120,14,16,9,16,11,18,14,30,0,0,0,0,"cold, lightning; bludgeoning, piercing, and slashing from nonmagical attacks","necrotic, poison",False,5,2,1,2,0,1,0
Malmbjorn,Monstrosity,Huge,,15,218,18,24,10,20,3,12,13,40,0,30,10,0,nonmagic B/P/S attacks,cold ,acid,1,1,1,2,0,1,0
Malphas (Storm Crow),Fey,Medium,,6,120,16,19,19,16,14,13,14,40,30,0,0,0,,,,0,0,0,2,0,1,0
Malphas,Fey,Medium,,6,135,16,19,19,16,14,13,18,30,40,0,0,0,False,False,False,1,1,1,2,0,1,0
Mammoth,Beast,Huge,"Tundra, Arctic",6,126,13,24,9,21,3,11,6,40,0,0,0,0,,,,0,0,0,1,0,0,0
Mammoth,Beast,Huge,,6,115,13,24,8,20,4,10,6,40,0,0,0,0,,,,0,0,0,1,0,0,0
Mammoth,Beast,huge,,6,133,13,22,8,20,2,10,6,40,0,0,0,0,"cold,prone",,,2,0,0,1,0,0,0
Mamura,Aberration,Small,,6,97,16,8,18,19,17,11,16,20,30,0,0,0,"bludgeoning, piercing, and slashing from nonmagical attacks",,,3,0,0,2,0,1,0
Mamura,Aberration,Small,,6,112,16,8,18,19,17,11,16,30,20,0,0,0,"bludgeoning, piercing, and slashing from nonmagical attacks",False,False,3,1,1,2,0,1,0
Manabane Scarab Swarm,Beast,Medium,,4,75,15,3,16,16,1,13,2,20,0,0,5,20,"bludgeoning, piercing, slashing",,,3,0,0,4,1,1,1
Manastorm Golem,Construct,Medium,,8,90,14,6,14,14,16,8,1,60,60,0,0,0,"bludgeoning, piercing, and slashing from magical weapons","acid, cold, fire, lightning, necrotic, poison, psychic, radiant, thunder",,3,9,0,2,0,0,0
Mandrake,Plant,Tiny,,1/2,22,8,10,6,16,1,9,12,5,0,0,0,0,,poison,,0,1,0,2,0,0,1
Mandriano,Plant,Large,,5,60,13,15,6,15,10,10,7,40,0,0,0,0,"necrotic; bludgeoning, piercing, and slashing from nonmagical attacks",poison,fire,4,1,1,2,0,1,0
Manggus,Giant,Large,,5,127,14,18,14,16,8,7,9,30,0,0,0,0,,,,0,0,0,2,0,1,0
Mangrove Treant,Plant,Huge,,7,136,15,20,7,19,12,15,12,30,0,0,0,0,,,,0,0,0,1,0,0,0
Manticore,Monstrosity,Large,"Hill, Desert, Mountains, Coastal, Tundra, Grassland, Forest, Arctic, Jungle, Hills, Mountain",3,68,14,17,16,17,7,12,8,30,50,0,0,0,,,,0,0,0,2,0,1,0
Manticore,Monstrosity,Large,,3,68,14,16,14,16,8,12,8,30,50,0,0,0,,,,0,0,0,2,0,1,0
Manticore,Monstrosity,large,,3,80,14,16,16,16,6,12,8,30,50,0,0,0,Monstrosity Resilience,,,1,0,0,1,0,1,0
Map Mimic,Aberration,Tiny,,1/4,32,14,10,15,14,13,15,16,30,15,0,0,0,,acid,,0,1,0,2,0,1,0
Map Mimic,Monstrosity,Tiny,,1/4,22,14,7,15,14,5,13,16,15,30,0,0,0,False,acid,False,1,1,1,2,0,1,0
Mari Lwyd,Undead,Large,,4,66,15,16,13,19,10,14,15,40,0,0,0,0,necrotic,poison,,1,1,0,2,0,1,0
Marid,Elemental,Large,,11,172,17,22,16,22,16,14,16,30,60,90,0,0,"acid, cold, lightning",,,3,0,0,3,1,1,0
Marid Noble,Elemental,Large,,11,344,17,22,16,22,16,14,16,30,60,90,0,0,"acid, cold, lightning",,,3,0,0,3,1,1,0
Marilith,Fiend,Large,Abyss,16,189,18,18,20,20,18,16,20,40,0,0,0,0,"cold, fire, lightning; bludgeoning, piercing, and slashing from nonmagical attacks",poison,,6,1,0,2,0,0,0
Marilith,Fiend,Large,,16,220,18,20,22,20,20,18,20,40,0,0,0,0,"cold, fire, lightning; damage from nonmagical weapons",poison,,4,1,0,2,0,0,0
Marilith,Fiend,large,,16,217,18,28,20,30,18,26,30,40,0,0,0,0,"bludgeoning,piercing,and slashing damage from nonmagical attacks,Demonic Resilience",Demonic Resilience,,4,1,0,1,0,0,0
Marsh Dire,Undead,Medium,,8,142,15,18,13,20,7,11,8,30,0,30,0,0,"fire, necrotic",poison,,2,1,0,2,0,1,0
Mask Wight,Undead,Medium,,13,207,19,22,18,24,15,16,18,40,0,0,0,0,"acid, fire, lightning, cold; bludgeoning, piercing, and slashing from nonmagical attacks","necrotic, poison",radiant,7,2,1,3,0,1,0
Mask Wight,Undead,Medium,,13,207,19,22,18,24,15,16,18,40,0,0,0,0,"acid, fire, lightning, cold; bludgeoning, piercing, and slashing from nonmagical attacks","necrotic, poison",radiant,7,2,1,3,0,1,0
Massive Malleable,Aberration,Gargantuan,,16,248,14,26,8,20,21,17,10,40,0,0,0,40,,psychic,,0,1,0,2,1,0,0
Master Assassin,Humanoid,Medium,,17,143,18,20,20,14,15,12,12,30,0,0,0,0,,,,0,0,0,3,1,1,0
Master Thief,Humanoid,Medium,,17,143,18,20,20,14,15,12,12,30,0,0,0,0,,,,0,0,0,3,1,1,0
Master Alchemist,Humanoid,medium,,7,152,16,10,18,22,24,12,14,30,0,0,0,0,,,,0,0,0,1,0,0,0
Mastiff,Beast,Medium,"Hill, Forest, Settlement, Urban",1/8,5,12,13,14,12,3,12,7,40,0,0,0,0,,,,0,0,0,1,0,0,0
Mastiff,Beast,Medium,,1/8,9,12,12,14,10,3,12,6,40,0,0,0,0,,,,0,0,0,1,0,0,0
Mastiff,Beast,medium,,1/8,9,12,12,14,12,2,12,6,40,0,0,0,0,,,,0,0,0,1,0,0,0
Matriarch Serpentine Lamia,Monstrosity,Large,,5,90,15,12,17,16,8,15,19,40,0,20,0,20,,,,0,0,0,2,0,1,0
Mavka,Undead,Medium,,12,170,17,20,15,18,13,13,18,30,0,0,0,0,"acid, fire, necrotic; bludgeoning, piercing, and slashing from nonmagical attacks","cold, lightning",,6,2,0,2,0,1,0
Mavka,Undead,Medium,,12,170,17,20,15,18,13,13,18,30,0,0,0,0,"fire; bludgeoning, piercing, and slashing from nonmagical attacks","necrotic, poison",False,4,2,1,2,0,1,0
Mbielu,Beast,Huge,,3,95,15,19,14,16,2,12,6,30,0,20,0,0,,,,0,0,0,1,0,0,0
Mbielu,Beast,Huge,,3,76,15,19,14,16,2,12,6,20,0,0,0,0,False,poison,False,1,1,1,1,0,0,0
Mead Archon,Celestial,Medium,,4,82,14,20,16,17,14,18,20,30,60,0,0,0,"poison, radiant; bludgeoning, piercing, and slashing damage from nonmagical attacks",,,5,0,0,2,0,1,0
Mechanist,Humanoid,medium,,2,60,15,16,12,12,20,10,10,30,0,0,0,0,,,,0,0,0,1,0,0,0
Mechuiti,Fiend,Gargantuan,,27,462,19,29,19,27,18,18,22,60,0,0,0,0,False,"acid, fire, lightning, poison; bludgeoning, piercing, and slashing from nonmagical attacks",cold,1,7,1,2,0,0,0
Medusa,Monstrosity,Medium,"Desert, Mountains, Tundra, Forest, Jungle, Caverns, Settlement, Plane Of Earth",6,127,15,10,15,16,12,13,15,30,0,0,0,0,,,,0,0,0,2,0,1,0
Medusa,Monstrosity,Medium,,7,120,14,12,18,16,12,14,14,30,0,0,0,0,,,,0,0,0,2,0,1,0
Medusa Queen,Monstrosity,Medium,,11,153,14,12,18,16,12,14,14,30,0,0,0,0,,,,0,0,0,2,0,1,0
Medusa,Monstrosity,medium,,6,112,15,10,18,16,14,12,22,30,0,0,0,0,"petrified,Monstrosity Resilience","poison,poisoned",,2,2,0,1,0,1,0
Meerkat,Beast,Tiny,,0,2,11,4,12,10,2,10,4,20,0,0,10,0,poison,,,1,0,0,1,0,0,0
"Meerkats, Swarm",Beast,Medium,,1/2,22,12,9,14,10,2,10,4,20,0,0,10,0,"bludgeoning, piercing, poison, slashing",,,4,0,0,1,0,0,0
Megantereon,Beast,Medium,,2,52,13,18,16,15,3,12,9,40,0,0,0,20,,,,0,0,0,2,0,1,0
Megapede,Monstrosity,Large,,3,75,15,17,14,15,2,7,3,40,0,0,0,40,,acid,,0,1,0,3,1,1,0
Mei Jiao Shou,Beast,Gargantuan,,7,139,14,23,7,21,3,9,6,50,0,0,0,0,,,,0,0,0,1,0,0,0
Merclops,Giant,Huge,,7,126,13,20,10,20,8,10,10,0,0,60,0,0,,,,0,0,0,1,0,0,0
Merfolk,Humanoid,Medium,"Underwater, Desert, Coastal, Water",1/8,11,11,10,13,12,11,11,12,10,0,40,0,0,,,,0,0,0,1,0,0,0
Merfolk,Humanoid,Medium,,1/8,11,11,10,12,12,10,10,10,10,0,40,0,0,,,,0,0,0,2,0,1,0
Merfolk Knight,Humanoid,Medium,,3,52,15,16,12,14,10,10,14,10,0,40,0,0,,,,0,0,0,2,0,1,0
Merfolk,Humanoid,medium,,1/8,9,12,12,10,12,10,10,12,10,0,40,0,0,,,,0,0,0,1,0,1,0
Merrow,Monstrosity,Large,"Underwater, Swamp, Coastal, Desert, Water",2,45,13,18,10,15,8,10,9,10,0,40,0,0,,,,0,0,0,2,0,1,0
Merrow,Monstrosity,Large,,2,45,13,18,10,14,10,12,10,10,0,40,0,0,,,,0,0,0,2,0,1,0
Merrow Mage,Monstrosity,Large,,4,45,13,18,10,14,10,12,14,10,0,40,0,0,,,,0,0,0,2,0,1,0
Merrow,Monstrosity,large,,2,60,13,18,10,14,8,10,8,10,0,40,0,0,Monstrosity Resilience,,,1,0,0,1,0,1,0
Mi-Go,Plant,Medium,,5,76,17,16,19,21,25,15,13,30,60,0,0,0,"radiant, cold",,,2,0,0,3,1,1,0
Mi-Go,Plant,Medium,,5,95,17,16,19,21,25,15,13,60,30,0,0,0,"cold, radiant",False,False,2,1,1,3,1,1,0
Midnight Sun,Aberration,Large,,7,136,16,10,16,16,11,18,15,0,60,0,0,0,"acid, cold, fire, lightning, thunder; nonmagic B/P/S attacks","necrotic (in night form), poison, radiant (in day form)","necrotic (in day form), radiant (in night form)",6,3,2,2,1,0,0
Millitaur,Monstrosity,Large,,3,85,14,18,14,16,8,12,10,40,0,0,20,30,poison; bludgeoning and slashing from nonmagical attacks,,,3,0,0,3,0,1,1
Millitaur,Monstrosity,Large,,3,85,14,17,14,16,8,16,10,30,0,0,40,0,"poison, slashing",False,False,2,1,1,3,0,1,1
Mimic,Monstrosity,Medium,"Underdark, Desert, Urban, Caverns, Ruin, Laboratory",2,58,12,17,12,15,5,13,8,15,0,0,0,0,,acid,,0,1,0,2,0,1,0
Mimic,Monstrosity,Medium,,2,52,12,18,14,14,6,14,8,30,0,0,0,0,,,,0,0,0,2,0,1,0
Mimic,Monstrosity,medium,,2,58,12,16,12,14,4,12,8,20,0,0,0,0,"grappled,Monstrosity Resilience","acid,prone",cold,2,2,1,1,0,0,0
Mindrot Thrall,Plant,Medium,,3,82,15,15,14,17,11,14,6,30,0,0,0,0,bludgeoning and piercing from nonmagical attacks,"acid, poison",,2,2,0,2,0,0,1
Mindrot Thrall,Plant,Medium,,3,82,15,15,14,17,11,14,6,30,0,0,0,0,False,"acid, poison",False,1,2,1,2,0,0,1
Mindshard,Aberration,Small,,4,81,16,1,16,12,11,15,19,0,40,0,0,0,,poison,,0,1,0,2,1,0,0
Mineral Ooze,Ooze,Large,,3,76,9,14,8,18,1,5,3,20,0,0,0,0,"acid, cold, fire",,,3,0,0,2,1,0,0
Minor Malleable,Aberration,Medium,,1,32,11,16,8,14,15,14,10,30,0,0,0,30,,psychic,,0,1,0,2,1,0,0
Minotaur,Monstrosity,Large,"Underdark, Abyss, Plane Of Earth, Caverns",3,76,14,18,11,16,6,16,9,40,0,0,0,0,,,,0,0,0,2,0,1,0
Minotaur,Monstrosity,Large,,4,76,14,18,10,16,10,16,10,40,0,0,0,0,,,,0,0,0,2,0,1,0
Minotaur Champion,Monstrosity,Huge,,16,262,19,22,10,22,10,16,14,50,0,0,0,0,,,,0,0,0,2,0,1,0
"Minotaur, Ravening",Monstrosity,Large,,3,85,14,18,11,16,6,16,9,40,0,0,0,0,,,,0,0,0,2,0,1,0
Minotaur Skeleton,Undead,Large,Underdark,2,67,12,18,11,15,6,8,5,40,0,0,0,0,,poison,bludgeoning,0,1,1,2,0,1,0
Minotaur,Monstrosity,large,,3,80,14,22,10,16,6,16,8,40,0,0,0,0,Monstrosity Resilience,,,1,0,0,1,0,1,0
Minotaur Skeleton,Undead,large,,2,63,12,18,10,14,6,8,4,40,0,0,0,0,piercing,Undead Resilience,bludgeoning,1,1,1,1,0,1,0
Minstrel,Humanoid,Medium,,2,32,15,10,16,14,12,12,16,30,0,0,0,0,,,,0,0,0,1,0,0,0
Mirage Monster,Monstrosity,Huge,,4,76,12,18,14,14,6,14,8,30,0,0,0,0,,,,0,0,0,2,0,1,0
Mirager,Fey,Medium,,3,78,13,12,16,14,10,14,20,30,0,0,0,0,,,,0,0,0,2,0,1,0
Mirager,Fey,Medium,,3,78,13,12,16,14,10,14,19,30,0,0,0,0,False,False,False,1,1,1,2,0,1,0
Mire Fiend,Fiend,medium,,5,94,16,14,22,18,4,14,6,40,0,40,0,0,Demonic Resilience,"acid,Demonic Resilience",,1,2,0,2,0,1,0
Miremal,Fey,Small,,1/2,22,13,10,16,12,10,12,8,30,0,30,0,0,,,,0,0,0,2,0,1,0
Miremal,Fey,Small,,1/2,22,12,10,15,12,10,12,8,30,0,0,0,0,False,False,False,1,1,1,2,0,1,0
Miremuck Goblin King,Humanoid,Medium,,3,62,15,12,16,10,12,8,18,30,0,0,0,0,,,,0,0,0,2,0,1,0
Mirror Hag,Fey,Medium,,6,168,16,15,16,22,12,14,19,30,10,0,0,0,thunder,,,1,0,0,2,0,1,0
Mirror Hag,Fey,Medium,,6,147,16,15,16,22,12,14,19,10,30,0,0,0,thunder,False,False,1,1,1,2,0,1,0
Mithral Dragon Wyrmling,Dragon,Medium,,1,44,14,12,14,13,14,15,14,60,50,0,0,0,False,slashing,False,1,1,1,3,1,1,0
Mngwa,Aberration,Medium,,4,91,16,19,17,15,11,17,17,40,0,0,0,0,,,,0,0,0,2,0,1,0
Mngwa,Aberration,Medium,,4,91,16,19,17,15,11,17,17,40,0,0,0,0,False,False,False,1,1,1,2,0,1,0
Moderate Malleable,Aberration,Large,,5,136,12,18,8,16,17,15,10,30,0,0,0,30,,"psychic Condition Immunities blinded, prone",,0,2,0,2,1,0,0
Mold Zombie,Undead,Medium,,3,75,13,17,8,16,3,6,5,20,0,0,0,0,,"necrotic, poison",,0,2,0,2,0,1,0
Monarch Skeleton,Undead,Medium,,9,142,16,21,14,20,12,14,8,30,0,0,0,0,"bludgeoning, piercing, and slashing from nonmagical attacks not made with silver","necrotic, poison",,3,2,0,2,0,1,0
Monkey'S Bane Vine,Plant,Large,,4,119,13,18,10,16,1,13,1,10,0,0,0,0,"cold, fire",,,2,0,0,2,1,0,0
Monkey King,Celestial,Medium,,21,262,21,19,24,22,16,21,17,60,60,0,0,0,,"necrotic, poison, radiant",,0,3,0,2,0,0,0
Monolith Champion,Construct,Large,,8,102,17,19,12,16,10,10,10,40,0,0,0,0,,"poison, bludgeoning, piercing, and slashing from nonmagical attacks not made with adamantine weapons",,0,4,0,2,0,1,0
